timestamp,pod,cpu_millicores,memory_mib,label
2026-09-19T12:07:48.160Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:53.399Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:58.593Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:03.812Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:09.043Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:14.268Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:19.482Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:24.689Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:29.921Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:35.141Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:40.361Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:45.615Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:50.860Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:08:56.061Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:01.301Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:06.532Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:11.771Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:16.963Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:22.176Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:27.387Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:32.586Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:37.789Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:43.019Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:48.240Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:53.509Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:09:58.724Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:03.925Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:09.158Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:14.361Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:19.572Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:24.775Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:30.013Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:35.248Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:40.451Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:45.657Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:50.849Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:10:56.051Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:01.257Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:06.490Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:11.719Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:16.975Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:22.196Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:27.440Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:32.662Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:37.880Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:11:43.087Z,webapp-6c56f5488f-ktpzd,0,13,normal
