timestamp,pod,cpu_millicores,memory_mib,label
2026-09-19T12:43:10.348Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:15.853Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:21.798Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:27.345Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:33.246Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:38.884Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:44.494Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:50.023Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:43:55.634Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:44:01.358Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:44:06.932Z,webapp-6c56f5488f-ktpzd,850,13,normal
2026-09-19T12:44:12.553Z,webapp-6c56f5488f-ktpzd,844,13,normal
2026-09-19T12:44:18.098Z,webapp-6c56f5488f-ktpzd,844,13,normal
2026-09-19T12:44:23.874Z,webapp-6c56f5488f-ktpzd,844,13,normal
